timestamp,open,high,low,close,volume,symbol
2026-01-23 08:15:00,0.18463,0.19841,0.18092,0.18381,180878.0,ACU/USDT:USDT
2026-01-23 08:30:00,0.18381,0.18507,0.17879,0.18452,388152.0,ACU/USDT:USDT
2026-01-23 08:45:00,0.18452,0.19816,0.18358,0.19738,625806.0,ACU/USDT:USDT
2026-01-23 09:00:00,0.19738,0.21084,0.19398,0.20872,1327486.0,ACU/USDT:USDT
2026-01-23 09:15:00,0.20872,0.21426,0.20187,0.20658,4079630.0,ACU/USDT:USDT
2026-01-23 09:30:00,0.20658,0.20787,0.19452,0.19854,4304410.0,ACU/USDT:USDT
2026-01-23 09:45:00,0.19854,0.20335,0.19305,0.1959,3392699.0,ACU/USDT:USDT
2026-01-23 10:00:00,0.1959,0.1977,0.18642,0.1865,2731855.0,ACU/USDT:USDT
2026-01-23 10:15:00,0.1865,0.19155,0.18116,0.18208,2221662.0,ACU/USDT:USDT
2026-01-23 10:30:00,0.18208,0.18626,0.17446,0.1757,4383995.0,ACU/USDT:USDT
2026-01-23 10:45:00,0.1757,0.18681,0.1732,0.18533,3093135.0,ACU/USDT:USDT
2026-01-23 11:00:00,0.18533,0.1877,0.17668,0.18335,2257625.0,ACU/USDT:USDT
2026-01-23 11:15:00,0.18335,0.18747,0.18119,0.18456,1745610.0,ACU/USDT:USDT
2026-01-23 11:30:00,0.18456,0.19199,0.18395,0.18755,1237894.0,ACU/USDT:USDT
2026-01-23 11:45:00,0.18755,0.18961,0.18189,0.18694,1272161.0,ACU/USDT:USDT
2026-01-23 12:00:00,0.18694,0.1935,0.18546,0.18798,1623945.0,ACU/USDT:USDT
2026-01-23 12:15:00,0.18798,0.19638,0.18656,0.1939,1696345.0,ACU/USDT:USDT
2026-01-23 12:30:00,0.1939,0.20279,0.19329,0.19472,2202971.0,ACU/USDT:USDT
2026-01-23 12:45:00,0.19472,0.19571,0.1856,0.18741,1995613.0,ACU/USDT:USDT
2026-01-23 13:00:00,0.18741,0.19186,0.18617,0.18998,1283654.0,ACU/USDT:USDT
2026-01-23 13:15:00,0.18998,0.19967,0.18827,0.19796,2789899.0,ACU/USDT:USDT
2026-01-23 13:30:00,0.19796,0.19975,0.19245,0.19738,2307603.0,ACU/USDT:USDT
2026-01-23 13:45:00,0.19738,0.19915,0.19338,0.1955,1231631.0,ACU/USDT:USDT
2026-01-23 14:00:00,0.1955,0.20449,0.19494,0.2013,2343676.0,ACU/USDT:USDT
2026-01-23 14:15:00,0.2013,0.20496,0.19963,0.20291,1151843.0,ACU/USDT:USDT
2026-01-23 14:30:00,0.20291,0.208,0.20047,0.20656,1298450.0,ACU/USDT:USDT
2026-01-23 14:45:00,0.20656,0.21347,0.2032,0.21129,2459047.0,ACU/USDT:USDT
2026-01-23 15:00:00,0.21129,0.21244,0.1993,0.20152,3534385.0,ACU/USDT:USDT
2026-01-23 15:15:00,0.20152,0.20868,0.19373,0.20503,3614449.0,ACU/USDT:USDT
2026-01-23 15:30:00,0.20503,0.21813,0.20395,0.21578,3311188.0,ACU/USDT:USDT
2026-01-23 15:45:00,0.21578,0.22441,0.20765,0.22186,3746072.0,ACU/USDT:USDT
2026-01-23 16:00:00,0.22186,0.24969,0.21569,0.24449,7709371.0,ACU/USDT:USDT
2026-01-23 16:15:00,0.24449,0.24936,0.23215,0.23534,5632416.0,ACU/USDT:USDT
2026-01-23 16:30:00,0.23534,0.24449,0.22893,0.23372,5795860.0,ACU/USDT:USDT
2026-01-23 16:45:00,0.23372,0.27903,0.22496,0.25994,8529253.0,ACU/USDT:USDT
2026-01-23 17:00:00,0.25994,0.26107,0.24647,0.25527,4715568.0,ACU/USDT:USDT
2026-01-23 17:15:00,0.25527,0.28578,0.245,0.28507,3621348.0,ACU/USDT:USDT
2026-01-23 17:30:00,0.28507,0.28517,0.25947,0.27115,4973199.0,ACU/USDT:USDT
2026-01-23 17:45:00,0.27115,0.28438,0.261,0.27808,5898750.0,ACU/USDT:USDT
2026-01-23 18:00:00,0.27808,0.2981,0.26937,0.29204,8541426.0,ACU/USDT:USDT
2026-01-23 18:15:00,0.29204,0.30208,0.27463,0.28525,6828777.0,ACU/USDT:USDT
2026-01-23 18:30:00,0.28525,0.29412,0.27664,0.29412,4611619.0,ACU/USDT:USDT
2026-01-23 18:45:00,0.29412,0.29542,0.28091,0.2834,3501697.0,ACU/USDT:USDT
2026-01-23 19:00:00,0.2834,0.293,0.27001,0.27583,6151264.0,ACU/USDT:USDT
2026-01-23 19:15:00,0.27583,0.2948,0.261,0.28509,7600300.0,ACU/USDT:USDT
2026-01-23 19:30:00,0.28509,0.298,0.27828,0.28109,5619200.0,ACU/USDT:USDT
2026-01-23 19:45:00,0.28109,0.29349,0.27365,0.28566,4661296.0,ACU/USDT:USDT
2026-01-23 20:00:00,0.28566,0.31978,0.28312,0.3062,6670252.0,ACU/USDT:USDT
2026-01-23 20:15:00,0.3062,0.31497,0.29474,0.30422,4882623.0,ACU/USDT:USDT
2026-01-23 20:30:00,0.30422,0.31177,0.29899,0.30834,2723160.0,ACU/USDT:USDT
2026-01-23 20:45:00,0.30834,0.31367,0.30078,0.30527,2924223.0,ACU/USDT:USDT
2026-01-23 21:00:00,0.30527,0.30657,0.28201,0.29317,4954049.0,ACU/USDT:USDT
2026-01-23 21:15:00,0.29317,0.29585,0.28131,0.28579,3503007.0,ACU/USDT:USDT
2026-01-23 21:30:00,0.28579,0.30664,0.2823,0.29742,4048026.0,ACU/USDT:USDT
2026-01-23 21:45:00,0.29742,0.29742,0.29112,0.29385,1826059.0,ACU/USDT:USDT
2026-01-23 22:00:00,0.29385,0.3007,0.28249,0.28851,3938614.0,ACU/USDT:USDT
2026-01-23 22:15:00,0.28851,0.29406,0.27865,0.28459,3895541.0,ACU/USDT:USDT
2026-01-23 22:30:00,0.28459,0.29653,0.28342,0.29138,2303415.0,ACU/USDT:USDT
2026-01-23 22:45:00,0.29138,0.29939,0.2892,0.29029,1154140.0,ACU/USDT:USDT
2026-01-23 23:00:00,0.29029,0.30347,0.29028,0.2918,2352765.0,ACU/USDT:USDT
2026-01-23 23:15:00,0.2918,0.29837,0.29018,0.29591,1789578.0,ACU/USDT:USDT
2026-01-23 23:30:00,0.29591,0.30154,0.28955,0.29,3184761.0,ACU/USDT:USDT
2026-01-23 23:45:00,0.29,0.29189,0.28224,0.2863,2392288.0,ACU/USDT:USDT
2026-01-24 00:00:00,0.2863,0.28995,0.27759,0.28227,3001546.0,ACU/USDT:USDT
2026-01-24 00:15:00,0.28227,0.29328,0.28227,0.28971,2416782.0,ACU/USDT:USDT
2026-01-24 00:30:00,0.28971,0.30023,0.28931,0.28986,3290472.0,ACU/USDT:USDT
2026-01-24 00:45:00,0.28986,0.29167,0.28228,0.28299,3499127.0,ACU/USDT:USDT
2026-01-24 01:00:00,0.28299,0.28424,0.2619,0.26908,7421310.0,ACU/USDT:USDT
2026-01-24 01:15:00,0.26908,0.27495,0.2612,0.27007,3751760.0,ACU/USDT:USDT
2026-01-24 01:30:00,0.27007,0.2827,0.26709,0.27725,2899218.0,ACU/USDT:USDT
2026-01-24 01:45:00,0.27725,0.39198,0.27712,0.31631,16861003.0,ACU/USDT:USDT
2026-01-24 02:00:00,0.31631,0.32321,0.30376,0.31412,5955686.0,ACU/USDT:USDT
2026-01-24 02:15:00,0.31412,0.31713,0.30505,0.30966,2863674.0,ACU/USDT:USDT
2026-01-24 02:30:00,0.30966,0.3121,0.2639,0.27789,8679987.0,ACU/USDT:USDT
2026-01-24 02:45:00,0.27789,0.28622,0.26818,0.2732,4282809.0,ACU/USDT:USDT
2026-01-24 03:00:00,0.2732,0.2732,0.23188,0.24599,11739471.0,ACU/USDT:USDT
2026-01-24 03:15:00,0.24599,0.26454,0.23645,0.25879,8931653.0,ACU/USDT:USDT
2026-01-24 03:30:00,0.25879,0.27485,0.24521,0.2695,7511587.0,ACU/USDT:USDT
2026-01-24 03:45:00,0.2695,0.2753,0.25556,0.26204,4923464.0,ACU/USDT:USDT
2026-01-24 04:00:00,0.26204,0.27066,0.25555,0.26642,3096306.0,ACU/USDT:USDT
2026-01-24 04:15:00,0.26642,0.26964,0.2506,0.25349,3263720.0,ACU/USDT:USDT
2026-01-24 04:30:00,0.25349,0.2634,0.25047,0.25702,3078581.0,ACU/USDT:USDT
2026-01-24 04:45:00,0.25702,0.26796,0.2562,0.26488,1835753.0,ACU/USDT:USDT
2026-01-24 05:00:00,0.26488,0.26855,0.25116,0.2543,2783298.0,ACU/USDT:USDT
2026-01-24 05:15:00,0.2543,0.25494,0.2412,0.2501,3422835.0,ACU/USDT:USDT
2026-01-24 05:30:00,0.2501,0.2501,0.23477,0.23829,3031288.0,ACU/USDT:USDT
2026-01-24 05:45:00,0.23829,0.24187,0.23111,0.23322,3980562.0,ACU/USDT:USDT
2026-01-24 06:00:00,0.23322,0.24529,0.23205,0.23972,2818475.0,ACU/USDT:USDT
2026-01-24 06:15:00,0.23972,0.25325,0.23888,0.25031,2050871.0,ACU/USDT:USDT
2026-01-24 06:30:00,0.25031,0.26445,0.24689,0.25517,3477185.0,ACU/USDT:USDT
